iter	Passed	Remaining
484	20732	22015
485	20780	21977
486	20864	21978
487	20912	21941
488	20969	21912
489	21004	21862
490	21048	21820
491	21082	21767
492	21116	21716
493	21145	21659
494	21194	21622
495	21241	21584
496	21289	21546
497	21329	21500
498	21363	21449
499	21404	21404
500	21450	21365
501	21498	21326
502	21545	21288
503	21594	21251
504	21639	21211
505	21682	21168
506	21726	21126
507	21773	21087
508	21821	21049
509	21874	21016
510	21925	20981
511	21975	20945
512	22013	20897
513	22044	20843
514	22077	20791
515	22118	20747
516	22162	20704
517	22194	20652
518	22225	20598
519	22268	20555
520	22303	20505
521	22354	20469
522	22388	20419
523	22420	20367
524	22451	20313
525	22482	20259
526	22530	20222
527	22578	20184
528	22626	20145
529	22673	20106
530	22721	20068
531	22769	20030
532	22819	19993
533	22866	19955
534	22910	19912
535	22939	19858
536	22971	19806
537	23007	19757
538	23045	19710
539	23081	19662
540	23122	19618
541	23157	19568
542	23188	19516
543	23220	19464
544	23266	19424
545	23316	19387
546	23365	19349
547	23399	19300
548	23431	19248
549	23461	19195
550	23493	19144
551	23527	19094
552	23564	19047
553	23600	18999
554	23633	18949
555	23688	18917
556	23722	18867
557	23753	18815
558	23807	18781
559	23849	18739
560	23895	18699
561	23941	18659
562	23988	18619
563	24033	18579
564	24081	18540
565	24136	18507
566	24178	18464
567	24232	18430
568	24279	18391
569	24327	18352
570	24375	18313
571	24423	18275
572	24457	18225
573	24489	18175
574	24521	18124
575	24556	18076
576	24590	18027
577	24624	17978
578	24655	17927
579	24692	17880
580	24723	17829
581	24753	17778
582	24789	17730
583	24819	17679
584	24849	17628
585	24879	17577
586	24910	17526
587	24939	17474
588	24982	17432
589	25021	17387
590	25051	17336
591	25080	17285
592	25117	17238
593	25151	17190
594	25183	17142
595	25215	17092
596	25248	17043
597	25281	16995
598	25318	16949
599	25349	16899
600	25380	16849
601	25410	16799
602	25440	16749
603	25471	16699
604	25506	16653
605	25540	16605
606	25576	16559
607	25605	16509
608	25635	16459
609	25666	16409
610	25701	16363
611	25735	16316
612	25771	16270
613	25806	16223
614	25838	16175
615	25874	16129
616	25905	16080
617	25937	16032
618	25972	15986
619	26003	15937
620	26034	15888
621	26063	15839
622	26092	15789
623	26121	15739
624	26160	15696
625	26191	15647
626	26222	15599
627	26256	15553
628	26298	15511
629	26344	15472
630	26392	15433
631	26439	15395
632	26486	15356
633	26533	15317
634	26580	15278
635	26627	15239
636	26661	15193
637	26704	15152
638	26750	15112
639	26798	15074
640	26846	15035
641	26893	14996
642	26942	14958
643	26989	14919
644	27028	14876
645	27068	14833
646	27112	14792
647	27160	14753
648	27194	14707
649	27242	14668
650	27291	14631
651	27335	14590
652	27372	14545
653	27416	14504
654	27469	14468
655	27515	14428
656	27561	14389
657	27610	14350
658	27660	14312
659	27707	14273
660	27755	14234
661	27803	14195
662	27834	14148
663	27870	14103
664	27901	14055
665	27931	14007
666	27974	13966
667	28022	13927
668	28079	13892
669	28112	13846
670	28145	13800
671	28175	13752
672	28222	13713
673	28270	13674
674	28316	13633
675	28359	13592
676	28408	13553
677	28456	13514
678	28505	13475
679	28553	13437
680	28606	13400
681	28653	13360
682	28701	13321
683	28734	13274
684	28770	13230
685	28817	13190
686	28864	13150
687	28911	13111
688	28960	13072
689	29009	13033
690	29058	12994
691	29105	12954
692	29152	12914
693	29200	12875
694	29251	12836
695	29315	12804
696	29366	12766
697	29414	12726
698	29465	12688
699	29515	12649
700	29562	12609
701	29609	12569
702	29653	12528
703	29702	12488
704	29749	12448
705	29798	12408
706	29831	12363
707	29873	12320
708	29922	12281
709	29965	12239
710	30000	12194
711	30045	12153
712	30083	12109
713	30127	12067
714	30175	12028
715	30256	12001
716	30305	11961
717	30415	11945
718	30483	11913
719	30522	11869
720	30553	11823
721	30585	11776
722	30616	11729
723	30647	11683
724	30678	11636
725	30723	11595
726	30764	11552
727	30794	11505
728	30843	11465
729	30880	11421
730	30924	11379
731	30967	11337
732	31013	11296
733	31061	11256
734	31111	11217
735	31169	11180
736	31221	11141
737	31281	11105
738	31331	11065
739	31385	11027
740	31449	10992
741	31551	10970
742	31667	10953
743	31743	10922
744	31773	10875
745	31804	10828
746	31843	10784
747	31883	10741
748	31928	10699
749	31961	10653
750	32008	10612
751	32057	10572
752	32093	10527
753	32135	10484
754	32174	10440
755	32215	10397
756	32254	10353
757	32295	10310
758	32346	10270
759	32394	10229
760	32437	10187
761	32473	10142
762	32510	10098
763	32555	10056
764	32595	10012
765	32627	9967
766	32661	9921
767	32691	9875
768	32734	9833
769	32766	9787
770	32821	9748
771	32870	9708
772	32919	9667
773	32972	9627
774	33020	9586
775	33058	9542
776	33097	9499
777	33132	9454
778	33162	9408
779	33198	9363
780	33238	9320
781	33284	9278
782	33334	9238
783	33373	9194
784	33417	9152
785	33466	9111
786	33504	9068
787	33554	9027
788	33603	8986
789	33650	8945
790	33699	8904
791	33755	8865
792	33806	8824
793	33855	8783
794	33904	8742
795	33954	8701
796	33997	8659
797	34045	8617
798	34092	8576
799	34141	8535
800	34189	8494
801	34239	8453
802	34288	8412
803	34336	8370
804	34383	8328
805	34423	8285
806	34467	8243
807	34516	8201
808	34565	8160
809	34614	8119
810	34662	8077
811	34711	8036
812	34759	7995
813	34805	7953
814	34840	7908
815	34889	7867
816	34942	7826
817	34990	7785
818	35039	7743
819	35088	7702
820	35137	7660
821	35185	7619
822	35234	7577
823	35283	7536
824	35334	7495
825	35383	7453
826	35432	7412
827	35481	7370
828	35530	7328
829	35578	7287
830	35627	7245
831	35677	7204
832	35725	7162
833	35775	7120
834	35826	7079
835	35875	7037
836	35924	6996
837	35973	6954
838	36016	6911
839	36048	6866
840	36083	6821
841	36118	6777
842	36154	6733
843	36188	6688
844	36236	6646
845	36281	6604
846	36332	6563
847	36381	6521
848	36428	6479
849	36460	6434
850	36500	6390
851	36536	6346
852	36574	6303
853	36609	6258
854	36642	6214
855	36674	6169
856	36705	6124
857	36735	6079
858	36768	6035
859	36804	5991
860	36844	5948
861	36889	5905
862	36941	5864
863	36994	5823
864	37045	5781
865	37094	5739
866	37148	5698
867	37202	5657
868	37255	5616
869	37309	5574
870	37359	5533
871	37410	5491
872	37460	5449
873	37508	5407
874	37557	5365
875	37614	5324
876	37663	5282
877	37713	5240
878	37767	5198
879	37817	5156
880	37867	5114
881	37918	5073
882	37967	5030
883	38008	4987
884	38059	4945
885	38109	4903
886	38157	4861
887	38207	4819
888	38258	4776
889	38309	4734
890	38358	4692
891	38408	4650
892	38459	4608
893	38512	4566
894	38559	4523
895	38609	4481
896	38658	4438
897	38708	4396
898	38761	4354
899	38810	4312
900	38859	4269
901	38911	4227
902	38960	4185
903	39010	4142
904	39054	4099
905	39105	4057
906	39149	4014
907	39191	3970
908	39237	3928
909	39288	3885
910	39330	3842
911	39365	3798
912	39411	3755
913	39444	3711
914	39484	3667
915	39532	3625
916	39572	3581
917	39623	3539
918	39673	3496
919	39724	3454
920	39775	3411
921	39824	3369
922	39878	3326
923	39927	3284
924	39967	3240
925	40004	3196
926	40050	3153
927	40100	3111
928	40150	3068
929	40205	3026
930	40255	2983
931	40305	2940
932	40355	2897
933	40403	2855
934	40454	2812
935	40504	2769
936	40554	2726
937	40603	2683
938	40650	2640
939	40700	2597
940	40750	2555
941	40798	2512
942	40875	2470
943	40935	2428
944	40984	2385
945	41035	2342
946	41086	2299
947	41143	2256
948	41201	2214
949	41235	2170
950	41272	2126
951	41303	2082
952	41335	2038
953	41365	1994
954	41394	1950
955	41426	1906
956	41457	1862
957	41489	1818
958	41518	1775
959	41551	1731
960	41582	1687
961	41611	1643
962	41640	1599
963	41669	1556
964	41700	1512
965	41743	1469
966	41790	1426
967	41839	1383
968	41889	1340
969	41939	1297
970	41987	1254
971	42035	1210
972	42083	1167
973	42132	1124
974	42192	1081
975	42239	1038
976	42285	995
977	42334	952
978	42381	909
979	42428	865
980	42479	822
981	42514	779
982	42544	735
983	42578	692
984	42613	648
985	42649	605
986	42683	562
987	42716	518
988	42754	475
989	42790	432
990	42821	388
991	42851	345
992	42889	302
993	42933	259
994	42973	215
995	43009	172
996	43071	129
997	43132	86
998	43172	43
999	43210	0
