iter	RMSE
203	10.73157698
204	10.72366637
205	10.72217982
206	10.71215189
207	10.71053927
208	10.71006312
209	10.70922336
210	10.70121572
211	10.69865703
212	10.694586
213	10.69108576
214	10.68447096
215	10.67793202
216	10.67724741
217	10.67539267
218	10.66998234
219	10.66529252
220	10.66177394
221	10.6575163
222	10.65664464
223	10.65182106
224	10.65032905
225	10.64171447
226	10.64072077
227	10.63446109
228	10.63020934
229	10.62744959
230	10.62585062
231	10.62156456
232	10.6187379
233	10.61678097
234	10.61375458
235	10.61208392
236	10.60692076
237	10.60252425
238	10.59914002
239	10.59677475
240	10.59063954
241	10.5873879
242	10.5863083
243	10.58336458
244	10.57460253
245	10.57372821
246	10.57116383
247	10.5623152
248	10.55848098
249	10.55453309
250	10.5530043
251	10.54924639
252	10.54404454
253	10.54257502
254	10.53820327
255	10.53635406
256	10.5314902
257	10.52732185
258	10.52606046
259	10.52563219
260	10.52436159
261	10.51602879
262	10.51103225
263	10.50527274
264	10.5030983
265	10.49656546
266	10.49083443
267	10.48508582
268	10.47836875
269	10.47180871
270	10.4691231
271	10.46711193
272	10.46270959
273	10.45823786
274	10.45693785
275	10.45397634
276	10.45318355
277	10.44884832
278	10.44776079
279	10.44577617
280	10.4447413
281	10.43250349
282	10.42820428
283	10.42037756
284	10.4184942
285	10.416043
286	10.41259682
287	10.41030222
288	10.40791857
289	10.40124108
290	10.39931168
291	10.39371855
292	10.39144188
293	10.38383535
294	10.37893459
295	10.37793424
296	10.37508551
297	10.37369121
298	10.36655548
299	10.363044
300	10.35937138
301	10.35613339
302	10.3540062
303	10.35193582
304	10.34765815
305	10.34293551
306	10.3386687
307	10.32913623
308	10.31955931
309	10.30479025
310	10.2982504
311	10.29348259
312	10.29235139
313	10.29098721
314	10.28853358
315	10.28697604
316	10.28261872
317	10.28074134
318	10.27757261
319	10.27070279
320	10.26903647
321	10.26297506
322	10.25713588
323	10.25486727
324	10.25213588
325	10.24876784
326	10.24818427
327	10.24548272
328	10.24172077
329	10.23540487
330	10.23219629
331	10.22500947
332	10.22185623
333	10.21256088
334	10.2114122
335	10.20611161
336	10.20376148
337	10.19891359
338	10.19485025
339	10.18711894
340	10.18278374
341	10.1787314
342	10.16921587
343	10.16615351
344	10.16404379
345	10.16078362
346	10.14747929
347	10.14475887
348	10.1432335
349	10.13592538
350	10.13091351
351	10.12455018
352	10.11974489
353	10.11687824
354	10.11574539
355	10.11259157
356	10.10613242
357	10.10536583
358	10.10190464
359	10.10009836
360	10.09726068
361	10.09342792
362	10.08637513
363	10.08424951
364	10.08238833
365	10.0797008
366	10.07465079
367	10.06919008
368	10.0663408
369	10.0621459
370	10.05831928
371	10.05448699
372	10.05199754
373	10.04693637
374	10.04031818
375	10.03685274
376	10.03059655
377	10.02601223
378	10.01959666
379	10.01706954
380	10.00832748
381	10.00782133
382	10.00334329
383	9.997409604
384	9.994229214
385	9.990295571
386	9.985689643
387	9.982591421
388	9.981858238
389	9.977225639
390	9.973807005
391	9.97101704
392	9.970265708
393	9.9687643
394	9.966513974
395	9.965621181
396	9.962930495
397	9.961166276
398	9.958042188
399	9.956287997
400	9.950704189
401	9.947818809
402	9.946712481
403	9.944872819
404	9.940535027
405	9.933522525
406	9.928612266
407	9.926932401
408	9.920327985
409	9.913460979
410	9.911186614
411	9.908187746
412	9.906248498
413	9.900867348
414	9.897519503
415	9.895925059
416	9.894804459
417	9.891865924
418	9.885939433
419	9.879175358
420	9.874047141
421	9.873290322
422	9.869852671
423	9.869021209
424	9.864558551
425	9.86294088
426	9.861280675
427	9.857806151
428	9.857191948
429	9.853201199
430	9.850240932
431	9.849659279
432	9.847997136
433	9.842510512
434	9.840717813
435	9.839751645
436	9.834624521
437	9.832884659
438	9.829376423
439	9.821041432
440	9.816984694
441	9.811185405
442	9.8084905
443	9.796748467
444	9.792885856
445	9.791978976
446	9.787275214
447	9.775792595
448	9.77342314
449	9.771247604
450	9.765538912
451	9.764540346
452	9.760417349
453	9.754841362
454	9.750218601
455	9.748758705
456	9.740880964
457	9.739872612
458	9.73890008
459	9.735658411
460	9.732457936
461	9.729858752
462	9.727076012
463	9.722644413
464	9.719761814
465	9.716501433
466	9.714830573
467	9.714128252
468	9.709703814
469	9.707702717
470	9.706337295
471	9.703938422
472	9.703096929
473	9.697910278
474	9.692719937
475	9.688628597
476	9.685563869
477	9.681172776
478	9.678680878
479	9.677922349
480	9.675586833
481	9.672377529
482	9.666707693
483	9.666085368
484	9.66491909
485	9.65851802
486	9.654934205
487	9.654034237
488	9.64975401
489	9.644335566
490	9.643228983
491	9.632503422
492	9.629999986
493	9.62588563
494	9.623052258
495	9.621583921
496	9.620169393
497	9.614428591
498	9.613547606
499	9.610806305
500	9.608720508
501	9.606454337
502	9.604241773
503	9.601476626
504	9.599260024
505	9.592981056
506	9.591908367
507	9.589875214
508	9.581258747
509	9.580631441
510	9.578913323
511	9.576182907
512	9.575329037
513	9.573423862
514	9.567370644
515	9.566462131
516	9.562572865
517	9.557706755
518	9.557159097
519	9.554297705
520	9.549705199
521	9.547264029
522	9.54671411
523	9.544737997
524	9.540725634
525	9.534611669
526	9.533403848
527	9.530192935
528	9.526864516
529	9.522989473
530	9.517584742
531	9.51486449
532	9.51029622
533	9.506469855
534	9.505972283
535	9.498145432
536	9.496137713
537	9.491074403
538	9.48603482
539	9.485375036
540	9.480792225
541	9.477562663
542	9.473717791
543	9.471331954
544	9.467486295
545	9.465782389
546	9.458760343
547	9.458351779
548	9.457716255
549	9.45531277
550	9.45176583
551	9.450618954
552	9.44887783
553	9.446763928
554	9.443046194
555	9.439024096
556	9.434499385
557	9.431693365
558	9.429716243
559	9.427385226
560	9.42344811
561	9.416308426
562	9.413407928
563	9.409380538
564	9.404402759
565	9.401201141
566	9.394924424
567	9.391631442
568	9.38854717
569	9.38781922
570	9.3839246
571	9.380887872
572	9.379444891
573	9.377220354
574	9.374568808
575	9.368931748
576	9.367028252
577	9.362872277
578	9.360827273
579	9.354898968
580	9.354380096
581	9.352293107
582	9.350109884
583	9.34846426
584	9.339011796
585	9.338273414
586	9.337008771
587	9.331355561
588	9.32840106
589	9.326137204
590	9.323192866
591	9.320795266
592	9.320119564
593	9.316891004
594	9.315636272
595	9.314100251
596	9.309685896
597	9.307456721
598	9.305915662
599	9.301738939
600	9.296663543
601	9.294459308
602	9.291089276
603	9.288030797
604	9.284805333
605	9.282676071
606	9.277395786
607	9.272012323
608	9.270158221
609	9.267433615
610	9.264113433
611	9.263070693
612	9.257365817
613	9.253969893
614	9.251776915
615	9.245854297
616	9.245359889
617	9.240906327
618	9.236180399
619	9.233725406
620	9.232019264
621	9.228858226
622	9.226243414
623	9.224074036
624	9.220922283
625	9.216810877
626	9.214205947
627	9.210310998
628	9.208473366
629	9.205574385
630	9.203866532
631	9.20010411
632	9.196412707
633	9.191554594
634	9.189657006
635	9.187326911
636	9.186836825
637	9.181868322
638	9.178740819
639	9.173757648
640	9.172014676
641	9.170935233
642	9.168316819
643	9.159813125
644	9.157904852
645	9.15244752
646	9.148708598
647	9.145447211
648	9.143964642
649	9.138866718
650	9.137417497
651	9.130382203
652	9.125673493
653	9.123061238
654	9.122516429
655	9.119355163
656	9.11887395
657	9.115075787
658	9.114601257
659	9.113780009
660	9.110364164
661	9.10903477
662	9.105233969
663	9.102752267
664	9.099786473
665	9.097504579
666	9.094628213
667	9.089542951
668	9.086984279
669	9.085072836
670	9.083405699
671	9.080433727
672	9.079247456
673	9.078517695
674	9.07690854
675	9.073320158
676	9.068498465
677	9.067718605
678	9.065017302
679	9.060958732
680	9.056365898
681	9.054812897
682	9.053320286
683	9.050803606
684	9.048998232
685	9.045609335
686	9.042937209
687	9.041040805
688	9.040607304
689	9.039386417
690	9.034491527
691	9.030470923
692	9.029265977
693	9.022141733
694	9.021271444
695	9.018634441
696	9.015215274
697	9.012726266
698	9.007904449
699	9.005478665
700	8.998955572
701	8.996031882
702	8.993972694
703	8.990693515
704	8.987772344
705	8.986296205
706	8.977090237
707	8.969569668
708	8.967700313
709	8.966585961
710	8.964857904
711	8.962384335
712	8.9610753
713	8.959773524
714	8.956543947
715	8.954665255
716	8.949434337
717	8.946793256
718	8.946477887
719	8.938867176
720	8.935426972
721	8.934783214
722	8.934562965
723	8.932510399
724	8.927966133
725	8.92598062
726	8.924919532
727	8.922644821
728	8.917454831
729	8.913607645
730	8.906803516
731	8.899719696
732	8.895181977
733	8.894286797
734	8.891278114
735	8.890277718
736	8.887655213
737	8.885550574
738	8.878804781
739	8.87577783
740	8.872883373
741	8.870850606
742	8.868457799
743	8.86429423
744	8.861094771
745	8.857870268
746	8.853627621
747	8.851245652
748	8.848153559
749	8.845693972
750	8.841664739
751	8.838330934
752	8.83716339
753	8.834238644
754	8.831646283
755	8.828643346
756	8.826100226
757	8.823310929
758	8.820789115
759	8.815353101
760	8.813062079
761	8.810488361
762	8.809069264
763	8.804367719
764	8.803882534
765	8.801344438
766	8.800228529
767	8.798230964
768	8.795980845
769	8.794006374
770	8.790013496
771	8.785356414
772	8.782234596
773	8.781899534
774	8.779591448
775	8.779167564
776	8.774597667
777	8.77357384
778	8.769728373
779	8.767318648
780	8.766119238
781	8.764690606
782	8.763055049
783	8.760469586
784	8.75683166
785	8.753898858
786	8.752471421
787	8.749865707
788	8.748655554
789	8.747072719
790	8.745857935
791	8.743497967
792	8.741970765
793	8.738727307
794	8.736325473
795	8.735093011
796	8.731883254
797	8.728240442
798	8.725632217
799	8.721514467
800	8.718420593
801	8.714172728
802	8.712696916
803	8.71049897
804	8.708161346
805	8.7059136
806	8.703842366
807	8.69966
808	8.697082719
809	8.695052011
810	8.694085066
811	8.689806321
812	8.689374127
813	8.684713449
814	8.681982334
815	8.680255106
816	8.677724477
817	8.674849239
818	8.669153865
819	8.668935219
820	8.665118526
821	8.661609539
822	8.660482937
823	8.658237913
824	8.656224389
825	8.652496679
826	8.652339565
827	8.649282375
828	8.64708141
829	8.64456899
830	8.643585
831	8.638787226
832	8.636918247
833	8.632336706
834	8.630389174
835	8.62740884
836	8.625078016
837	8.620948869
838	8.61700203
839	8.612316896
840	8.607700571
841	8.605565789
842	8.60396731
843	8.600649475
844	8.599360146
845	8.596919967
846	8.595062332
847	8.591855145
848	8.591643656
849	8.589390173
850	8.588208776
851	8.58636262
852	8.581977789
853	8.576956292
854	8.572987656
855	8.570918207
856	8.569332323
857	8.567640101
858	8.567425228
859	8.56526385
860	8.565080333
861	8.562372326
862	8.560429849
863	8.559795375
864	8.557259347
865	8.556028905
866	8.5517549
867	8.551566861
868	8.551337299
869	8.548017469
870	8.544619951
871	8.542993578
872	8.541126025
873	8.539577147
874	8.538121351
875	8.532527428
876	8.530659565
877	8.528125753
878	8.524396387
879	8.519716914
880	8.516953421
881	8.514210328
882	8.509153728
883	8.507127509
884	8.506829004
885	8.505020877
886	8.50411247
887	8.502041281
888	8.501587965
889	8.497915322
890	8.496268533
891	8.493700093
892	8.493118234
893	8.491855331
894	8.491618138
895	8.491196927
896	8.49041393
897	8.489496801
898	8.489308459
899	8.485519923
900	8.485352717
901	8.481456732
902	8.47577223
903	8.474156335
904	8.472047772
905	8.470664902
906	8.466672243
907	8.464246923
908	8.462091763
909	8.461863991
910	8.458840257
911	8.45836233
912	8.456473264
913	8.454282419
914	8.453492643
915	8.44986674
916	8.447714672
917	8.445260658
918	8.442260435
919	8.43894193
920	8.436028326
921	8.433466747
922	8.428805255
923	8.428529164
924	8.428279297
925	8.425699731
926	8.424733073
927	8.423080495
928	8.421300707
929	8.419930028
930	8.417989495
931	8.414121276
932	8.41083833
933	8.408914235
934	8.408081605
935	8.40384979
936	8.398601168
937	8.393892188
938	8.392832529
939	8.389227782
940	8.387381852
941	8.386151967
942	8.384510959
943	8.381849045
944	8.380600131
945	8.377970429
946	8.374729566
947	8.374493756
948	8.373164362
949	8.37090104
950	8.369665507
951	8.368710438
952	8.366356407
953	8.366041252
954	8.362148987
955	8.360299752
956	8.359724046
957	8.356133714
958	8.355761285
959	8.353715738
960	8.351194109
961	8.348887082
962	8.346282573
963	8.341331767
964	8.341090234
965	8.338635049
966	8.338383178
967	8.33791624
968	8.333383755
969	8.330920808
970	8.326903595
971	8.324511796
972	8.322010274
973	8.319633068
974	8.318903862
975	8.318219089
976	8.315827619
977	8.312897215
978	8.310299922
979	8.307856741
980	8.302635723
981	8.300284428
982	8.299188916
983	8.295866738
984	8.294881394
985	8.294153715
986	8.288085287
987	8.286762292
988	8.283269217
989	8.279624416
990	8.274037408
991	8.268653745
992	8.261759984
993	8.258596782
994	8.256307243
995	8.254905803
996	8.252435282
997	8.248616349
998	8.246072967
999	8.243393468
